,EVENTO,UF,MUNICÍPIO,SITE,ROTA,DATA CRIAÇÃO,GESTOR ATUAL,PREVISÃO SOBRESSALENTE,Ação,Prazo,Status,Fabricante,Modelo,Cod_Modelo,SS,Afetação
125,342809215,BA,BARREIRAS,BBS,BA-OESTE,06/05/2025 22:14:41,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
126,342809218,BA,SÃO DESIDÉRIO,PLD,BA-OESTE,06/05/2025 22:14:43,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
127,342821700,BA,SALVADOR,ROM,BA-CAPITAL,07/05/2025 07:15:57,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
128,342829093,BA,FEIRA DE SANTANA,SIM,BA-NORTE,07/05/2025 10:33:44,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
129,342835370,BA,MATA DE SÃO JOÃO,CSU,BA-CAPITAL,07/05/2025 13:05:07,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
130,342840418,BA,BAIANÓPOLIS,BPS,BA-OESTE,07/05/2025 14:52:14,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
131,342854155,BA,CAIRU,MSP,BA-SUL,07/05/2025 20:15:28,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
132,342861687,BA,SANTA CRUZ CABRÁLIA,SCC,BA-SUL,08/05/2025 01:08:52,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
133,342871212,BA,SALVADOR,EPJ,BA-CAPITAL,08/05/2025 07:29:22,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
134,342885106,BA,ALAGOINHAS,ACM,BA-NORTE,08/05/2025 12:12:05,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
135,342897511,BA,SANTA RITA DE CÁSSIA,SRE,BA-OESTE,08/05/2025 16:04:11,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
136,342902970,BA,JANDAÍRA,JAN,BA-NORTE,08/05/2025 17:56:02,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
137,342909009,BA,NOVA IBIÁ,NIB,BA-SUL,08/05/2025 21:39:36,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
138,342919610,BA,SANTA BÁRBARA,STB,BA-NORTE,09/05/2025 06:34:20,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
139,342922052,BA,SALVADOR,PAQ,BA-CAPITAL,09/05/2025 07:49:30,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
140,342931726,BA,ITABUNA,ITT,BA-SUL,09/05/2025 11:00:04,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
141,342933219,BA,MATA DE SÃO JOÃO,ASA,BA-CAPITAL,09/05/2025 11:34:13,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
142,342933845,BA,BRUMADO,MGT,BA-OESTE,09/05/2025 11:47:32,O&M ACESSO VIVO_N1_BA/SE_Fatura_B,-,,,Fatura B,,,,,
143,342937902,BA,MATA DE SÃO JOÃO,ASA,BA-CAPITAL,09/05/2025 13:23:26,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
144,342943142,BA,SALVADOR,JPP,BA-CAPITAL,09/05/2025 15:31:04,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
145,342952211,BA,ESPLANADA,EPP,BA-NORTE,09/05/2025 18:01:42,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
146,342960413,BA,SALVADOR,LPT,BA-CAPITAL,09/05/2025 22:28:43,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
147,342972364,BA,SALVADOR,UCS,BA-CAPITAL,10/05/2025 08:23:35,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
148,342974950,BA,SALVADOR,BMS,BA-CAPITAL,10/05/2025 10:21:34,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
149,342976925,BA,FEIRA DE SANTANA,FSM,BA-NORTE,10/05/2025 13:30:49,O&M ACESSO VIVO_N1_BA/SE_Acesso,-,,,Acesso,,,,,
150,342978355,BA,CAMAÇARI,JAU,BA-CAPITAL,10/05/2025 15:35:48,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
151,342980853,BA,IGRAPIÚNA,IPA,BA-SUL,10/05/2025 16:16:42,O&M ACESSO VIVO_N1_BA/SE_Acesso,-,,,Acesso,,,,,
152,342987090,BA,VALENÇA,RUD,BA-SUL,10/05/2025 20:21:23,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
153,342991779,BA,VÁRZEA DA ROÇA,VDR,BA-NORTE,11/05/2025 00:24:23,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
154,342992298,BA,CAMAÇARI,CRH,BA-CAPITAL,11/05/2025 00:39:24,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
155,342995722,BA,IBITITÁ,IFN,BA-NORTE,11/05/2025 02:50:26,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
156,343004084,BA,ENTRE RIOS,MRP,BA-NORTE,11/05/2025 08:40:08,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
157,343023441,BA,IRECÊ,IAL,BA-NORTE,11/05/2025 18:21:21,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
158,343027685,BA,SANTA LUZIA,SLZ,BA-SUL,11/05/2025 20:53:20,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
159,343038542,BA,MUCURI,SZN,BA-SUL,12/05/2025 03:42:21,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
160,343046208,BA,ENTRE RIOS,MRP,BA-NORTE,12/05/2025 08:22:56,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
161,343046737,BA,SALVADOR,EIT,BA-CAPITAL,12/05/2025 08:38:22,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
162,343051484,BA,CAMAÇARI,ARB,BA-CAPITAL,12/05/2025 10:27:05,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
163,343054546,BA,JUAZEIRO,JCC,BA-NORTE,12/05/2025 11:23:25,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
164,343067089,BA,QUIJINGUE,QJG,BA-NORTE,12/05/2025 15:36:16,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
165,343067357,BA,SALVADOR,OPH,BA-CAPITAL,12/05/2025 15:41:51,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
166,343068193,BA,SALVADOR,SNV,BA-CAPITAL,12/05/2025 15:58:25,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
167,343069167,BA,JUAZEIRO,JCC,BA-NORTE,12/05/2025 16:17:07,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
168,343070947,BA,VITÓRIA DA CONQUISTA,VCA,BA-OESTE,12/05/2025 16:49:06,O&M ACESSO VIVO_N1_BA/SE_Acesso,-,,,Acesso,,,,,
169,343075983,BA,REMANSO,NRE,BA-NORTE,12/05/2025 19:00:47,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
170,343077997,BA,SALVADOR,OPH,BA-CAPITAL,12/05/2025 20:00:49,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
171,343078303,BA,NILO PEÇANHA,NLP,BA-SUL,12/05/2025 20:06:49,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
172,343094625,BA,SALVADOR,SNV,BA-CAPITAL,13/05/2025 05:52:38,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
173,343099120,BA,SALVADOR,OPH,BA-CAPITAL,13/05/2025 08:33:01,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
174,343099437,BA,SANTA RITA DE CÁSSIA,SRE,BA-OESTE,13/05/2025 08:39:10,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
175,343099493,BA,SALVADOR,PAQ,BA-CAPITAL,13/05/2025 08:41:00,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
176,343108976,BA,SALVADOR,AQN,BA-CAPITAL,13/05/2025 12:09:52,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
177,343109584,BA,SANTA CRUZ CABRÁLIA,CRV,BA-SUL,13/05/2025 12:22:33,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
178,343119806,BA,CAMAÇARI,EDJ,BA-CAPITAL,13/05/2025 15:59:38,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
179,343120049,BA,CAMAÇARI,JAU,BA-CAPITAL,13/05/2025 16:03:43,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
180,343124953,BA,CAMAÇARI,EDJ,BA-CAPITAL,13/05/2025 17:48:28,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
181,343144049,BA,SANTA TEREZINHA,PBR,BA-NORTE,14/05/2025 03:21:50,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
182,343150949,BA,GUANAMBI,GHR,BA-OESTE,14/05/2025 07:34:24,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
183,343155219,BA,BOM JESUS DA LAPA,CJE,BA-OESTE,14/05/2025 09:21:51,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
184,343161323,BA,SALVADOR,TCS,BA-CAPITAL,14/05/2025 11:04:31,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
185,343161985,BA,ILHÉUS,ATG,BA-SUL,14/05/2025 11:15:49,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
186,343180310,BA,SALVADOR,AMA,BA-CAPITAL,14/05/2025 18:03:46,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
187,343180444,BA,CATU,CTE,BA-CAPITAL,14/05/2025 18:08:10,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
188,343180922,BA,SALVADOR,ASL,BA-CAPITAL,14/05/2025 18:23:16,O&M ACESSO VIVO_N1_BA/SE_Acesso,-,,,Acesso,,,,,
189,343219479,BA,CAMAÇARI,CPV,BA-CAPITAL,15/05/2025 14:07:45,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
190,343219657,BA,SALVADOR,PPT,BA-CAPITAL,15/05/2025 14:11:14,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
191,343221970,BA,ALAGOINHAS,ALG,BA-NORTE,15/05/2025 14:55:49,O&M ACESSO VIVO_N1_BA/SE_Vandalismo,-,,,Vivo Avaliar,,,,,
192,343229963,BA,AMÉRICA DOURADA,ADB,BA-NORTE,15/05/2025 17:38:04,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
193,343231765,BA,LUÍS EDUARDO MAGALHÃES,LED,BA-OESTE,15/05/2025 18:31:31,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
194,343231971,BA,LUÍS EDUARDO MAGALHÃES,LXN,BA-OESTE,15/05/2025 18:38:11,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
195,343239498,BA,CAIRU,PP1,BA-SUL,15/05/2025 22:52:58,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
196,343247540,BA,SALVADOR,OPH,BA-CAPITAL,16/05/2025 04:03:42,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
197,343252709,BA,SALVADOR,STM,BA-CAPITAL,16/05/2025 07:45:02,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
198,343258414,BA,SÃO FRANCISCO DO CONDE,NRL,BA-CAPITAL,16/05/2025 10:18:33,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
199,343277257,BA,OLINDINA,OLN,BA-NORTE,16/05/2025 18:21:33,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
200,343283493,BA,ALAGOINHAS,ACV,BA-NORTE,16/05/2025 22:47:33,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
201,343283536,BA,ENTRE RIOS,MRP,BA-NORTE,16/05/2025 22:48:04,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
202,343291202,BA,CANDEIAS,CBM,BA-CAPITAL,17/05/2025 05:09:56,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
203,343297138,BA,ENTRE RIOS,MRP,BA-NORTE,17/05/2025 09:23:26,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
204,343308766,BA,SALVADOR,MND,BA-CAPITAL,17/05/2025 15:06:30,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
205,343309991,BA,TABOCAS DO BREJO VELHO,TBV,BA-OESTE,17/05/2025 15:37:27,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
206,343312017,BA,PORTO SEGURO,ADA,BA-SUL,17/05/2025 16:28:42,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
207,343317980,BA,BRUMADO,PJR,BA-OESTE,17/05/2025 19:56:30,O&M ACESSO VIVO_N1_BA/SE_Acesso,-,,,Acesso,,,,,
208,343321155,BA,NOVA SOURE,NOC,BA-NORTE,17/05/2025 22:11:00,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
209,343327174,BA,SALVADOR,MND,BA-CAPITAL,18/05/2025 05:56:59,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
210,343330929,BA,ITABUNA,FRD,BA-SUL,18/05/2025 07:46:17,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
211,343331459,BA,RIO REAL,RRC,BA-NORTE,18/05/2025 07:46:35,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
212,343332179,BA,OLIVEIRA DOS BREJINHOS,OIP,BA-OESTE,18/05/2025 08:07:51,O&M ACESSO VIVO_N1_BA/SE_Acesso,-,,,Acesso,,,,,
213,343338899,BA,IRARÁ,IRA,BA-NORTE,18/05/2025 10:53:48,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
214,343341047,BA,MATA DE SÃO JOÃO,ASA,BA-CAPITAL,18/05/2025 11:35:58,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
215,343342437,BA,CAMACAN,CAM,BA-SUL,18/05/2025 12:14:58,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
216,343342901,BA,ENTRE RIOS,MRP,BA-NORTE,18/05/2025 12:26:05,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
217,343348813,BA,CACHOEIRA,CHE,BA-SUL,18/05/2025 15:14:56,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
218,343376722,BA,CAFARNAUM,CFP,BA-NORTE,19/05/2025 01:10:14,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
219,343409431,BA,PORTO SEGURO,ADA,BA-SUL,19/05/2025 11:57:34,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
220,343415343,BA,MUTUÍPE,MUE,BA-SUL,19/05/2025 13:35:06,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
221,343425968,BA,SALVADOR,MTU,BA-CAPITAL,19/05/2025 15:56:29,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
222,343428335,BA,SALVADOR,LBE,BA-CAPITAL,19/05/2025 16:29:12,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
223,343447891,BA,SALVADOR,GRC,BA-CAPITAL,19/05/2025 23:07:38,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
224,343451239,BA,ENTRE RIOS,FCB,BA-NORTE,20/05/2025 00:24:03,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
225,343462045,BA,SALVADOR,SAM,BA-CAPITAL,20/05/2025 03:46:14,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
226,343514090,BA,JEQUIÉ,JSL,BA-SUL,20/05/2025 17:21:42,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
227,343522217,BA,PARIPIRANGA,PRP,BA-NORTE,20/05/2025 20:50:14,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
228,343537153,BA,JEQUIÉ,JEE,BA-SUL,21/05/2025 05:16:35,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
229,343537567,BA,SÃO SEBASTIÃO DO PASSÉ,SSE,BA-CAPITAL,21/05/2025 05:35:35,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
230,343540475,BA,SALVADOR,TCS,BA-CAPITAL,21/05/2025 07:23:30,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
231,343545343,BA,ENTRE RIOS,MRP,BA-NORTE,21/05/2025 09:50:46,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
232,343546275,BA,SALVADOR,AMA,BA-CAPITAL,21/05/2025 10:10:56,O&M ACESSO VIVO_N1_BA/SE_Vandalismo,-,,,Vivo Avaliar,,,,,
233,343550970,BA,BARRA DA ESTIVA,BST,BA-OESTE,21/05/2025 12:36:48,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
234,343558437,BA,ENTRE RIOS,MRP,BA-NORTE,21/05/2025 15:40:35,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
235,343563669,BA,ENTRE RIOS,MRP,BA-NORTE,21/05/2025 17:20:49,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
236,343565748,BA,SALVADOR,SPN,BA-CAPITAL,21/05/2025 17:59:27,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
237,343566910,BA,TERRA NOVA,TNV,BA-NORTE,21/05/2025 18:29:57,O&M ACESSO VIVO_N1_BA/SE_Vandalismo,-,,,Vivo Avaliar,,,,,
238,343567493,BA,ENTRE RIOS,MRP,BA-NORTE,21/05/2025 18:46:58,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
239,343569327,BA,BOM JESUS DA LAPA,CJE,BA-OESTE,21/05/2025 19:48:39,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
240,343593779,BA,SALVADOR,SNV,BA-CAPITAL,22/05/2025 09:39:11,O&M ACESSO VIVO_N1_BA/SE_Vandalismo,-,,,Vivo Avaliar,,,,,
241,343594843,BA,VALENÇA,RUD,BA-SUL,22/05/2025 10:02:13,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
242,343595250,BA,CONDE,STC,BA-CAPITAL,22/05/2025 10:09:55,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
243,343596652,BA,PORTO SEGURO,PTG,BA-SUL,22/05/2025 10:39:03,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
244,343600044,BA,MATA DE SÃO JOÃO,MAT,BA-CAPITAL,22/05/2025 11:42:37,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
245,343605599,BA,FEIRA DE SANTANA,SIM,BA-NORTE,22/05/2025 13:54:21,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
246,343607166,BA,ENTRE RIOS,MRP,BA-NORTE,22/05/2025 14:31:22,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
247,343612768,BA,INHAMBUPE,INH,BA-NORTE,22/05/2025 17:42:35,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
248,343613945,BA,MORRO DO CHAPÉU,MCP,BA-NORTE,22/05/2025 18:01:33,O&M ACESSO VIVO_N1_BA/SE,-,,,Vivo Avaliar,,,,,
249,343616121,BA,ENTRE RIOS,MRP,BA-NORTE,22/05/2025 18:37:28,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
250,343638736,BA,LAURO DE FREITAS,VAC,BA-CAPITAL,23/05/2025 09:25:44,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
251,343645491,BA,LUÍS EDUARDO MAGALHÃES,FDT,BA-OESTE,23/05/2025 11:31:30,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
252,343647057,BA,VITÓRIA DA CONQUISTA,VCS,BA-OESTE,23/05/2025 11:59:59,ICOMON_O&M-BA_SE (Terceiro),-,,,Icomon Atuando,,,,,
253,343650881,BA,RIO REAL,RRC,BA-NORTE,23/05/2025 13:40:18,O&M ACESSO VIVO_N1_BA/SE_Sobressalente,-,,,Sobressalente,,,,,
254,343651419,BA,MUCURI,MBS,BA-SUL,23/05/2025 13:50:32,O&M ACESSO VIVO_N1_BA/SE_Acesso,-,,,Acesso,,,,,
